Text,Verse,Book  Chapter: Verse Number
Jesus,Render,The Gospel According to Saint Mark 12:17
God's,Jesus,The Gospel According to Saint Mark 12:17
God,Render,The Gospel According to Saint Mark 12:17
Master,Moses,The Gospel According to Saint Mark 12:19
Do,Jesus,The Gospel According to Saint Mark 12:24
Do,God,The Gospel According to Saint Mark 12:24
God,Jesus,The Gospel According to Saint Mark 12:24
God,Moses,The Gospel According to Saint Mark 12:26
Abraham,Moses,The Gospel According to Saint Mark 12:26
Abraham,Isaac,The Gospel According to Saint Mark 12:26
Isaac,Moses,The Gospel According to Saint Mark 12:26
Jacob,Moses,The Gospel According to Saint Mark 12:26
Abraham,Jacob,The Gospel According to Saint Mark 12:26
Isaac,Jacob,The Gospel According to Saint Mark 12:26
God,Isaac,The Gospel According to Saint Mark 12:26
Abraham,God,The Gospel According to Saint Mark 12:26
God,Jacob,The Gospel According to Saint Mark 12:26
God,O,The Gospel According to Saint Mark 12:29
God,Hear,The Gospel According to Saint Mark 12:29
God,Jesus,The Gospel According to Saint Mark 12:29
God,Israel,The Gospel According to Saint Mark 12:29
Hear,Israel,The Gospel According to Saint Mark 12:29
Hear,Jesus,The Gospel According to Saint Mark 12:29
Hear,O,The Gospel According to Saint Mark 12:29
Jesus,Lord,The Gospel According to Saint Mark 12:29
Lord,O,The Gospel According to Saint Mark 12:29
Israel,Lord,The Gospel According to Saint Mark 12:29
Israel,Jesus,The Gospel According to Saint Mark 12:29
Hear,Lord,The Gospel According to Saint Mark 12:29
Jesus,O,The Gospel According to Saint Mark 12:29
Israel,O,The Gospel According to Saint Mark 12:29
God,Lord,The Gospel According to Saint Mark 12:29
God,Lord,The Gospel According to Saint Mark 12:30
Master,Well,The Gospel According to Saint Mark 12:32
God,Well,The Gospel According to Saint Mark 12:32
God,Master,The Gospel According to Saint Mark 12:32
God,Thou,The Gospel According to Saint Mark 12:34
Jesus,Thou,The Gospel According to Saint Mark 12:34
God,Jesus,The Gospel According to Saint Mark 12:34
Christ,How,The Gospel According to Saint Mark 12:35
Christ,Jesus,The Gospel According to Saint Mark 12:35
Christ,David,The Gospel According to Saint Mark 12:35
David,How,The Gospel According to Saint Mark 12:35
David,Jesus,The Gospel According to Saint Mark 12:35
How,Jesus,The Gospel According to Saint Mark 12:35
Ghost,LORD,The Gospel According to Saint Mark 12:36
Holy,Sit,The Gospel According to Saint Mark 12:36
David,Lord,The Gospel According to Saint Mark 12:36
Ghost,Lord,The Gospel According to Saint Mark 12:36
David,LORD,The Gospel According to Saint Mark 12:36
David,Ghost,The Gospel According to Saint Mark 12:36
Holy,Lord,The Gospel According to Saint Mark 12:36
Ghost,Sit,The Gospel According to Saint Mark 12:36
Lord,Sit,The Gospel According to Saint Mark 12:36
Ghost,Holy,The Gospel According to Saint Mark 12:36
David,Holy,The Gospel According to Saint Mark 12:36
David,Sit,The Gospel According to Saint Mark 12:36
LORD,Sit,The Gospel According to Saint Mark 12:36
Holy,LORD,The Gospel According to Saint Mark 12:36
LORD,Lord,The Gospel According to Saint Mark 12:36
David,Lord,The Gospel According to Saint Mark 12:37
Jesus,Seest,The Gospel According to Saint Mark 13:2
James,John,The Gospel According to Saint Mark 13:3
John,Peter,The Gospel According to Saint Mark 13:3
Andrew,John,The Gospel According to Saint Mark 13:3
James,Peter,The Gospel According to Saint Mark 13:3
Andrew,James,The Gospel According to Saint Mark 13:3
Andrew,Peter,The Gospel According to Saint Mark 13:3
Jesus,Take,The Gospel According to Saint Mark 13:5
Ghost,Holy,The Gospel According to Saint Mark 13:11
(let,Judaea,The Gospel According to Saint Mark 13:14
(let,Daniel,The Gospel According to Saint Mark 13:14
Daniel,Judaea,The Gospel According to Saint Mark 13:14
Christ,Lo,The Gospel According to Saint Mark 13:21
Father,Son,The Gospel According to Saint Mark 13:32
Man,Son,The Gospel According to Saint Mark 13:34
Bethany,Simon,The Gospel According to Saint Mark 14:3
Jesus,Let,The Gospel According to Saint Mark 14:6
Iscariot,Judas,The Gospel According to Saint Mark 14:10
Master,Where,The Gospel According to Saint Mark 14:14
Jesus,Verily,The Gospel According to Saint Mark 14:18
Jesus,Take,The Gospel According to Saint Mark 14:22
All,Jesus,The Gospel According to Saint Mark 14:27
Jesus,Verily,The Gospel According to Saint Mark 14:30
Gethsemane,Sit,The Gospel According to Saint Mark 14:32
James,John,The Gospel According to Saint Mark 14:33
James,Peter,The Gospel According to Saint Mark 14:33
John,Peter,The Gospel According to Saint Mark 14:33
Abba,Father,The Gospel According to Saint Mark 14:36
Peter,Simon,The Gospel According to Saint Mark 14:37
Sleep,Son,The Gospel According to Saint Mark 14:41
Jesus,ye,The Gospel According to Saint Mark 14:48
Are,ye,The Gospel According to Saint Mark 14:48
Are,Jesus,The Gospel According to Saint Mark 14:48
Answerest,Jesus,The Gospel According to Saint Mark 14:60
Art,Christ,The Gospel According to Saint Mark 14:61
Again,Blessed,The Gospel According to Saint Mark 14:61
Art,Son,The Gospel According to Saint Mark 14:61
Blessed,Son,The Gospel According to Saint Mark 14:61
Blessed,Christ,The Gospel According to Saint Mark 14:61
Again,Art,The Gospel According to Saint Mark 14:61
Again,Son,The Gospel According to Saint Mark 14:61
Art,Blessed,The Gospel According to Saint Mark 14:61
Again,Christ,The Gospel According to Saint Mark 14:61
Christ,Son,The Gospel According to Saint Mark 14:61
Jesus,Son,The Gospel According to Saint Mark 14:62
Nazareth,Peter,The Gospel According to Saint Mark 14:67
Jesus,Nazareth,The Gospel According to Saint Mark 14:67
Jesus,Peter,The Gospel According to Saint Mark 14:67
Galilaean,Peter,The Gospel According to Saint Mark 14:70
Peter,Surely,The Gospel According to Saint Mark 14:70
Galilaean,Surely,The Gospel According to Saint Mark 14:70
Jesus,Peter,The Gospel According to Saint Mark 14:72
Art,Thou,The Gospel According to Saint Mark 15:2
Art,Jews,The Gospel According to Saint Mark 15:2
King,Pilate,The Gospel According to Saint Mark 15:2
Art,Pilate,The Gospel According to Saint Mark 15:2
King,Thou,The Gospel According to Saint Mark 15:2
Jews,Pilate,The Gospel According to Saint Mark 15:2
Pilate,Thou,The Gospel According to Saint Mark 15:2
Jews,King,The Gospel According to Saint Mark 15:2
Art,King,The Gospel According to Saint Mark 15:2
Jews,Thou,The Gospel According to Saint Mark 15:2
Answerest,Pilate,The Gospel According to Saint Mark 15:4
Jesus,Pilate,The Gospel According to Saint Mark 15:5
Jews,Will,The Gospel According to Saint Mark 15:9
King,Will,The Gospel According to Saint Mark 15:9
King,Pilate,The Gospel According to Saint Mark 15:9
Pilate,Will,The Gospel According to Saint Mark 15:9
Jews,Pilate,The Gospel According to Saint Mark 15:9
Jews,King,The Gospel According to Saint Mark 15:9
Jews,King,The Gospel According to Saint Mark 15:12
King,Pilate,The Gospel According to Saint Mark 15:12
Jews,Pilate,The Gospel According to Saint Mark 15:12
Crucify,Pilate,The Gospel According to Saint Mark 15:14
Crucify,Why,The Gospel According to Saint Mark 15:14
Pilate,Why,The Gospel According to Saint Mark 15:14
Jesus,Pilate,The Gospel According to Saint Mark 15:15
Barabbas,Pilate,The Gospel According to Saint Mark 15:15
Barabbas,Jesus,The Gospel According to Saint Mark 15:15
Hail,King,The Gospel According to Saint Mark 15:18
Hail,Jews!,The Gospel According to Saint Mark 15:18
Jews!,King,The Gospel According to Saint Mark 15:18
Cyrenian,Rufus,The Gospel According to Saint Mark 15:21
Rufus,Simon,The Gospel According to Saint Mark 15:21
Alexander,Cyrenian,The Gospel According to Saint Mark 15:21
Alexander,Simon,The Gospel According to Saint Mark 15:21
Alexander,Rufus,The Gospel According to Saint Mark 15:21
Cyrenian,Simon,The Gospel According to Saint Mark 15:21
KING,THE,The Gospel According to Saint Mark 15:26
JEWS,KING,The Gospel According to Saint Mark 15:26
JEWS,THE,The Gospel According to Saint Mark 15:26
Christ,King,The Gospel According to Saint Mark 15:32
Christ,Israel,The Gospel According to Saint Mark 15:32
Israel,King,The Gospel According to Saint Mark 15:32
Eloi,My,The Gospel According to Saint Mark 15:34
God,Jesus,The Gospel According to Saint Mark 15:34
Eloi,God,The Gospel According to Saint Mark 15:34
Eloi,Jesus,The Gospel According to Saint Mark 15:34
God,My,The Gospel According to Saint Mark 15:34
Jesus,My,The Gospel According to Saint Mark 15:34
Behold,Elias,The Gospel According to Saint Mark 15:35
Elias,Let,The Gospel According to Saint Mark 15:36
God,Son,The Gospel According to Saint Mark 15:39
Joses,Mary,The Gospel According to Saint Mark 15:40
James,Magdalene,The Gospel According to Saint Mark 15:40
James,Salome,The Gospel According to Saint Mark 15:40
Magdalene,Salome,The Gospel According to Saint Mark 15:40
James,Mary,The Gospel According to Saint Mark 15:40
Joses,Magdalene,The Gospel According to Saint Mark 15:40
Joses,Salome,The Gospel According to Saint Mark 15:40
Mary,Salome,The Gospel According to Saint Mark 15:40
James,Joses,The Gospel According to Saint Mark 15:40
Magdalene,Mary,The Gospel According to Saint Mark 15:40
Galilee,Jerusalem,The Gospel According to Saint Mark 15:41
Jesus,Pilate,The Gospel According to Saint Mark 15:43
God,Pilate,The Gospel According to Saint Mark 15:43
Arimathaea,Pilate,The Gospel According to Saint Mark 15:43
God,Jesus,The Gospel According to Saint Mark 15:43
Joseph,Pilate,The Gospel According to Saint Mark 15:43
Arimathaea,God,The Gospel According to Saint Mark 15:43
Arimathaea,Jesus,The Gospel According to Saint Mark 15:43
Jesus,Joseph,The Gospel According to Saint Mark 15:43
God,Joseph,The Gospel According to Saint Mark 15:43
Arimathaea,Joseph,The Gospel According to Saint Mark 15:43
Joses,Mary,The Gospel According to Saint Mark 15:47
Joses,Magdalene,The Gospel According to Saint Mark 15:47
Magdalene,Mary,The Gospel According to Saint Mark 15:47
James,Magdalene,The Gospel According to Saint Mark 16:1
James,Salome,The Gospel According to Saint Mark 16:1
Magdalene,Salome,The Gospel According to Saint Mark 16:1
James,Mary,The Gospel According to Saint Mark 16:1
Mary,Salome,The Gospel According to Saint Mark 16:1
Magdalene,Mary,The Gospel According to Saint Mark 16:1
Jesus,Ye,The Gospel According to Saint Mark 16:6
Jesus,Nazareth,The Gospel According to Saint Mark 16:6
Be,Ye,The Gospel According to Saint Mark 16:6
Be,Nazareth,The Gospel According to Saint Mark 16:6
Be,Jesus,The Gospel According to Saint Mark 16:6
Nazareth,Ye,The Gospel According to Saint Mark 16:6
Galilee,Peter,The Gospel According to Saint Mark 16:7
Jesus,Magdalene,The Gospel According to Saint Mark 16:9
Jesus,Mary,The Gospel According to Saint Mark 16:9
Magdalene,Mary,The Gospel According to Saint Mark 16:9
God,Lord,The Gospel According to Saint Mark 16:19
Amen,Lord,The Gospel According to Saint Mark 16:20
Elisabeth,THERE,The Gospel According to Saint Luke 1:5
Judaea,Zacharias,The Gospel According to Saint Luke 1:5
Abia,Herod,The Gospel According to Saint Luke 1:5
Judaea,THERE,The Gospel According to Saint Luke 1:5
Abia,Elisabeth,The Gospel According to Saint Luke 1:5
Elisabeth,Zacharias,The Gospel According to Saint Luke 1:5
THERE,Zacharias,The Gospel According to Saint Luke 1:5
Aaron,Zacharias,The Gospel According to Saint Luke 1:5
Aaron,Elisabeth,The Gospel According to Saint Luke 1:5
Aaron,Abia,The Gospel According to Saint Luke 1:5
Abia,Judaea,The Gospel According to Saint Luke 1:5
Herod,Zacharias,The Gospel According to Saint Luke 1:5
Elisabeth,Herod,The Gospel According to Saint Luke 1:5
Elisabeth,Judaea,The Gospel According to Saint Luke 1:5
Abia,THERE,The Gospel According to Saint Luke 1:5
Abia,Zacharias,The Gospel According to Saint Luke 1:5
Herod,Judaea,The Gospel According to Saint Luke 1:5
Herod,THERE,The Gospel According to Saint Luke 1:5
Aaron,THERE,The Gospel According to Saint Luke 1:5
Aaron,Herod,The Gospel According to Saint Luke 1:5
Aaron,Judaea,The Gospel According to Saint Luke 1:5
God,Lord,The Gospel According to Saint Luke 1:6
Fear,John,The Gospel According to Saint Luke 1:13
Elisabeth,Zacharias,The Gospel According to Saint Luke 1:13
Elisabeth,John,The Gospel According to Saint Luke 1:13
Fear,Zacharias,The Gospel According to Saint Luke 1:13
Elisabeth,Fear,The Gospel According to Saint Luke 1:13
John,Zacharias,The Gospel According to Saint Luke 1:13
Ghost,Lord,The Gospel According to Saint Luke 1:15
Ghost,Holy,The Gospel According to Saint Luke 1:15
Holy,Lord,The Gospel According to Saint Luke 1:15
Israel,Lord,The Gospel According to Saint Luke 1:16
Elias,Lord,The Gospel According to Saint Luke 1:17
Whereby,Zacharias,The Gospel According to Saint Luke 1:18
Gabriel,God,The Gospel According to Saint Luke 1:19
Galilee,Nazareth,The Gospel According to Saint Luke 1:26
Gabriel,God,The Gospel According to Saint Luke 1:26
God,Nazareth,The Gospel According to Saint Luke 1:26
Galilee,God,The Gospel According to Saint Luke 1:26
Gabriel,Galilee,The Gospel According to Saint Luke 1:26
Gabriel,Nazareth,The Gospel According to Saint Luke 1:26
David,Joseph,The Gospel According to Saint Luke 1:27
David,Mary,The Gospel According to Saint Luke 1:27
Joseph,Mary,The Gospel According to Saint Luke 1:27
Hail,Lord,The Gospel According to Saint Luke 1:28
God,Mary,The Gospel According to Saint Luke 1:30
Fear,Mary,The Gospel According to Saint Luke 1:30
Fear,God,The Gospel According to Saint Luke 1:30
And,JESUS,The Gospel According to Saint Luke 1:31
David,Highest,The Gospel According to Saint Luke 1:32
God,Highest,The Gospel According to Saint Luke 1:32
Highest,Lord,The Gospel According to Saint Luke 1:32
David,Lord,The Gospel According to Saint Luke 1:32
Highest,Son,The Gospel According to Saint Luke 1:32
God,Son,The Gospel According to Saint Luke 1:32
David,Son,The Gospel According to Saint Luke 1:32
David,God,The Gospel According to Saint Luke 1:32
Lord,Son,The Gospel According to Saint Luke 1:32
God,Lord,The Gospel According to Saint Luke 1:32
How,Mary,The Gospel According to Saint Luke 1:34
Ghost,Highest,The Gospel According to Saint Luke 1:35
God,Highest,The Gospel According to Saint Luke 1:35
Ghost,Son,The Gospel According to Saint Luke 1:35
God,Son,The Gospel According to Saint Luke 1:35
Highest,Son,The Gospel According to Saint Luke 1:35
Highest,Holy,The Gospel According to Saint Luke 1:35
Ghost,Holy,The Gospel According to Saint Luke 1:35
Ghost,God,The Gospel According to Saint Luke 1:35
God,Holy,The Gospel According to Saint Luke 1:35
Holy,Son,The Gospel According to Saint Luke 1:35
And,Elisabeth,The Gospel According to Saint Luke 1:36
Lord,Mary,The Gospel According to Saint Luke 1:38
Behold,Mary,The Gospel According to Saint Luke 1:38
Behold,Lord,The Gospel According to Saint Luke 1:38
Juda,Mary,The Gospel According to Saint Luke 1:39
Elisabeth,Zacharias,The Gospel According to Saint Luke 1:40
Holy,Mary,The Gospel According to Saint Luke 1:41
Elisabeth,Holy,The Gospel According to Saint Luke 1:41
Ghost,Holy,The Gospel According to Saint Luke 1:41
Elisabeth,Ghost,The Gospel According to Saint Luke 1:41
Ghost,Mary,The Gospel According to Saint Luke 1:41
Elisabeth,Mary,The Gospel According to Saint Luke 1:41
Lord,Mary,The Gospel According to Saint Luke 1:46
Mary,My,The Gospel According to Saint Luke 1:46
Lord,My,The Gospel According to Saint Luke 1:46
Ghost,Holy,The Gospel According to Saint Luke 1:67
Ghost,Zacharias,The Gospel According to Saint Luke 1:67
Holy,Zacharias,The Gospel According to Saint Luke 1:67
God,Israel,The Gospel According to Saint Luke 1:68
God,Lord,The Gospel According to Saint Luke 1:68
Israel,Lord,The Gospel According to Saint Luke 1:68
Highest,Lord,The Gospel According to Saint Luke 1:76
Augustus,Caesar,The Gospel According to Saint Luke 2:1
Cyrenius,Syria,The Gospel According to Saint Luke 2:2
Galilee,Nazareth,The Gospel According to Saint Luke 2:4
Bethlehem,David,The Gospel According to Saint Luke 2:4
David,Nazareth,The Gospel According to Saint Luke 2:4
Galilee,Joseph,The Gospel According to Saint Luke 2:4
Bethlehem,Nazareth,The Gospel According to Saint Luke 2:4
David,Judaea,The Gospel According to Saint Luke 2:4
Bethlehem,Judaea,The Gospel According to Saint Luke 2:4
David,Galilee,The Gospel According to Saint Luke 2:4
Joseph,Nazareth,The Gospel According to Saint Luke 2:4
Judaea,Nazareth,The Gospel According to Saint Luke 2:4
David,Joseph,The Gospel According to Saint Luke 2:4
Joseph,Judaea,The Gospel According to Saint Luke 2:4
Bethlehem,Joseph,The Gospel According to Saint Luke 2:4
Bethlehem,Galilee,The Gospel According to Saint Luke 2:4
Galilee,Judaea,The Gospel According to Saint Luke 2:4
And,Lord,The Gospel According to Saint Luke 2:9
Lord,Saviour,The Gospel According to Saint Luke 2:11
Christ,Saviour,The Gospel According to Saint Luke 2:11
David,Lord,The Gospel According to Saint Luke 2:11
Christ,Lord,The Gospel According to Saint Luke 2:11
Christ,David,The Gospel According to Saint Luke 2:11
David,Saviour,The Gospel According to Saint Luke 2:11
Bethlehem,Lord,The Gospel According to Saint Luke 2:15
Joseph,Mary,The Gospel According to Saint Luke 2:16
Jerusalem,Lord,The Gospel According to Saint Luke 2:22
Every,Lord,The Gospel According to Saint Luke 2:23
Every,LORD,The Gospel According to Saint Luke 2:23
LORD,Lord,The Gospel According to Saint Luke 2:23
A,Lord,The Gospel According to Saint Luke 2:24
And,Jerusalem,The Gospel According to Saint Luke 2:25
And,Ghost,The Gospel According to Saint Luke 2:25
Ghost,Holy,The Gospel According to Saint Luke 2:25
Ghost,Simeon,The Gospel According to Saint Luke 2:25
Ghost,Jerusalem,The Gospel According to Saint Luke 2:25
Ghost,Israel,The Gospel According to Saint Luke 2:25
Holy,Simeon,The Gospel According to Saint Luke 2:25
And,Holy,The Gospel According to Saint Luke 2:25
Holy,Israel,The Gospel According to Saint Luke 2:25
Israel,Simeon,The Gospel According to Saint Luke 2:25
Holy,Jerusalem,The Gospel According to Saint Luke 2:25
And,Simeon,The Gospel According to Saint Luke 2:25
Israel,Jerusalem,The Gospel According to Saint Luke 2:25
And,Israel,The Gospel According to Saint Luke 2:25
Jerusalem,Simeon,The Gospel According to Saint Luke 2:25
Christ,Lord's,The Gospel According to Saint Luke 2:26
Christ,Holy,The Gospel According to Saint Luke 2:26
Ghost,Holy,The Gospel According to Saint Luke 2:26
Ghost,Lord's,The Gospel According to Saint Luke 2:26
Christ,Ghost,The Gospel According to Saint Luke 2:26
Holy,Lord's,The Gospel According to Saint Luke 2:26
Jesus,Spirit,The Gospel According to Saint Luke 2:27
Gentiles,Israel,The Gospel According to Saint Luke 2:32
Israel,Mary,The Gospel According to Saint Luke 2:34
Behold,Mary,The Gospel According to Saint Luke 2:34
Behold,Simeon,The Gospel According to Saint Luke 2:34
Behold,Israel,The Gospel According to Saint Luke 2:34
Israel,Simeon,The Gospel According to Saint Luke 2:34
Mary,Simeon,The Gospel According to Saint Luke 2:34
Aser,Phanuel,The Gospel According to Saint Luke 2:36
Anna,Aser,The Gospel According to Saint Luke 2:36
Anna,Phanuel,The Gospel According to Saint Luke 2:36
Jerusalem,Lord,The Gospel According to Saint Luke 2:38
Galilee,Nazareth,The Gospel According to Saint Luke 2:39
Galilee,Lord,The Gospel According to Saint Luke 2:39
Lord,Nazareth,The Gospel According to Saint Luke 2:39
Jerusalem,Jesus,The Gospel According to Saint Luke 2:43
Jerusalem,Joseph,The Gospel According to Saint Luke 2:43
Jesus,Joseph,The Gospel According to Saint Luke 2:43
Father's,How,The Gospel According to Saint Luke 2:49
God,Jesus,The Gospel According to Saint Luke 2:52
Lysanias,Pilate,The Gospel According to Saint Luke 3:1
Ituraea,Pilate,The Gospel According to Saint Luke 3:1
Galilee,Ituraea,The Gospel According to Saint Luke 3:1
Philip,Trachonitis,The Gospel According to Saint Luke 3:1
Caesar,Pilate,The Gospel According to Saint Luke 3:1
Lysanias,Trachonitis,The Gospel According to Saint Luke 3:1
Tiberius,Trachonitis,The Gospel According to Saint Luke 3:1
Pilate,Trachonitis,The Gospel According to Saint Luke 3:1
Pilate,Pontius,The Gospel According to Saint Luke 3:1
Philip,Tiberius,The Gospel According to Saint Luke 3:1
Judaea,Lysanias,The Gospel According to Saint Luke 3:1
Philip,Pilate,The Gospel According to Saint Luke 3:1
Lysanias,Tiberius,The Gospel According to Saint Luke 3:1
Ituraea,Philip,The Gospel According to Saint Luke 3:1
Abilene,Pilate,The Gospel According to Saint Luke 3:1
Lysanias,Pontius,The Gospel According to Saint Luke 3:1
Caesar,Philip,The Gospel According to Saint Luke 3:1
Abilene,Ituraea,The Gospel According to Saint Luke 3:1
Abilene,Galilee,The Gospel According to Saint Luke 3:1
Pontius,Tiberius,The Gospel According to Saint Luke 3:1
Abilene,Caesar,The Gospel According to Saint Luke 3:1
Abilene,Judaea,The Gospel According to Saint Luke 3:1
Judaea,Philip,The Gospel According to Saint Luke 3:1
Herod,Judaea,The Gospel According to Saint Luke 3:1
Caesar,Judaea,The Gospel According to Saint Luke 3:1
Galilee,Lysanias,The Gospel According to Saint Luke 3:1
Galilee,Herod,The Gospel According to Saint Luke 3:1
Herod,Tiberius,The Gospel According to Saint Luke 3:1
Caesar,Galilee,The Gospel According to Saint Luke 3:1
Abilene,Tiberius,The Gospel According to Saint Luke 3:1
Abilene,Philip,The Gospel According to Saint Luke 3:1
Abilene,Herod,The Gospel According to Saint Luke 3:1
Herod,Pilate,The Gospel According to Saint Luke 3:1
Galilee,Tiberius,The Gospel According to Saint Luke 3:1
Pontius,Trachonitis,The Gospel According to Saint Luke 3:1
Judaea,Tiberius,The Gospel According to Saint Luke 3:1
Caesar,Pontius,The Gospel According to Saint Luke 3:1
Judaea,Pilate,The Gospel According to Saint Luke 3:1
Herod,Pontius,The Gospel According to Saint Luke 3:1
Galilee,Pontius,The Gospel According to Saint Luke 3:1
Herod,Trachonitis,The Gospel According to Saint Luke 3:1
Abilene,Trachonitis,The Gospel According to Saint Luke 3:1
Judaea,Trachonitis,The Gospel According to Saint Luke 3:1
Abilene,Pontius,The Gospel According to Saint Luke 3:1
Caesar,Ituraea,The Gospel According to Saint Luke 3:1
Lysanias,Philip,The Gospel According to Saint Luke 3:1
Ituraea,Tiberius,The Gospel According to Saint Luke 3:1
Caesar,Trachonitis,The Gospel According to Saint Luke 3:1
Herod,Philip,The Gospel According to Saint Luke 3:1
Herod,Lysanias,The Gospel According to Saint Luke 3:1
Pilate,Tiberius,The Gospel According to Saint Luke 3:1
Galilee,Pilate,The Gospel According to Saint Luke 3:1
Galilee,Trachonitis,The Gospel According to Saint Luke 3:1
Philip,Pontius,The Gospel According to Saint Luke 3:1
Ituraea,Trachonitis,The Gospel According to Saint Luke 3:1
Abilene,Lysanias,The Gospel According to Saint Luke 3:1
Ituraea,Judaea,The Gospel According to Saint Luke 3:1
Judaea,Pontius,The Gospel According to Saint Luke 3:1
Galilee,Philip,The Gospel According to Saint Luke 3:1
Ituraea,Lysanias,The Gospel According to Saint Luke 3:1
Caesar,Tiberius,The Gospel According to Saint Luke 3:1
Caesar,Herod,The Gospel According to Saint Luke 3:1
Herod,Ituraea,The Gospel According to Saint Luke 3:1
Ituraea,Pontius,The Gospel According to Saint Luke 3:1
Caesar,Lysanias,The Gospel According to Saint Luke 3:1
Galilee,Judaea,The Gospel According to Saint Luke 3:1
Annas,God,The Gospel According to Saint Luke 3:2
God,John,The Gospel According to Saint Luke 3:2
Caiaphas,John,The Gospel According to Saint Luke 3:2
Annas,John,The Gospel According to Saint Luke 3:2
John,Zacharias,The Gospel According to Saint Luke 3:2
Annas,Zacharias,The Gospel According to Saint Luke 3:2
Caiaphas,Zacharias,The Gospel According to Saint Luke 3:2
Caiaphas,God,The Gospel According to Saint Luke 3:2
God,Zacharias,The Gospel According to Saint Luke 3:2
Annas,Caiaphas,The Gospel According to Saint Luke 3:2
Lord,Prepare,The Gospel According to Saint Luke 3:4
Esaias,Lord,The Gospel According to Saint Luke 3:4
Esaias,Prepare,The Gospel According to Saint Luke 3:4
Abraham,Bring,The Gospel According to Saint Luke 3:8
Abraham,God,The Gospel According to Saint Luke 3:8
Bring,God,The Gospel According to Saint Luke 3:8
Christ,John,The Gospel According to Saint Luke 3:15
Holy,John,The Gospel According to Saint Luke 3:16
Ghost,Holy,The Gospel According to Saint Luke 3:16
Ghost,John,The Gospel According to Saint Luke 3:16
Herod,Philip's,The Gospel According to Saint Luke 3:19
Herodias,Philip's,The Gospel According to Saint Luke 3:19
Herod,Herodias,The Gospel According to Saint Luke 3:19
Holy,Thou,The Gospel According to Saint Luke 3:22
Ghost,Son,The Gospel According to Saint Luke 3:22
Ghost,Holy,The Gospel According to Saint Luke 3:22
Son,Thou,The Gospel According to Saint Luke 3:22
Ghost,Thou,The Gospel According to Saint Luke 3:22
Holy,Son,The Gospel According to Saint Luke 3:22
(as,Jesus,The Gospel According to Saint Luke 3:23
(as,Joseph,The Gospel According to Saint Luke 3:23
Heli,Jesus,The Gospel According to Saint Luke 3:23
Jesus,Joseph,The Gospel According to Saint Luke 3:23
(as,Heli,The Gospel According to Saint Luke 3:23
Heli,Joseph,The Gospel According to Saint Luke 3:23
Janna,Melchi,The Gospel According to Saint Luke 3:24
Joseph,Levi,The Gospel According to Saint Luke 3:24
Matthat,Melchi,The Gospel According to Saint Luke 3:24
Joseph,Melchi,The Gospel According to Saint Luke 3:24
Janna,Levi,The Gospel According to Saint Luke 3:24
Janna,Joseph,The Gospel According to Saint Luke 3:24
Levi,Melchi,The Gospel According to Saint Luke 3:24
Levi,Matthat,The Gospel According to Saint Luke 3:24
Janna,Matthat,The Gospel According to Saint Luke 3:24
Joseph,Matthat,The Gospel According to Saint Luke 3:24
Esli,Mattathias,The Gospel According to Saint Luke 3:25
Amos,Mattathias,The Gospel According to Saint Luke 3:25
Esli,Nagge,The Gospel According to Saint Luke 3:25
Mattathias,Naum,The Gospel According to Saint Luke 3:25
Amos,Esli,The Gospel According to Saint Luke 3:25
Mattathias,Nagge,The Gospel According to Saint Luke 3:25
Esli,Naum,The Gospel According to Saint Luke 3:25
Nagge,Naum,The Gospel According to Saint Luke 3:25
Amos,Naum,The Gospel According to Saint Luke 3:25
Amos,Nagge,The Gospel According to Saint Luke 3:25
Juda,Semei,The Gospel According to Saint Luke 3:26
Joseph,Semei,The Gospel According to Saint Luke 3:26
Juda,Maath,The Gospel According to Saint Luke 3:26
Maath,Semei,The Gospel According to Saint Luke 3:26
Juda,Mattathias,The Gospel According to Saint Luke 3:26
Joseph,Maath,The Gospel According to Saint Luke 3:26
Maath,Mattathias,The Gospel According to Saint Luke 3:26
Joseph,Juda,The Gospel According to Saint Luke 3:26
Joseph,Mattathias,The Gospel According to Saint Luke 3:26
Mattathias,Semei,The Gospel According to Saint Luke 3:26
Joanna,Rhesa,The Gospel According to Saint Luke 3:27
Salathiel,Zorobabel,The Gospel According to Saint Luke 3:27
Neri,Salathiel,The Gospel According to Saint Luke 3:27
Neri,Zorobabel,The Gospel According to Saint Luke 3:27
Rhesa,Salathiel,The Gospel According to Saint Luke 3:27
Joanna,Zorobabel,The Gospel According to Saint Luke 3:27
Joanna,Salathiel,The Gospel According to Saint Luke 3:27
Joanna,Neri,The Gospel According to Saint Luke 3:27
Neri,Rhesa,The Gospel According to Saint Luke 3:27
Rhesa,Zorobabel,The Gospel According to Saint Luke 3:27
Cosam,Er,The Gospel According to Saint Luke 3:28
Elmodam,Melchi,The Gospel According to Saint Luke 3:28
Er,Melchi,The Gospel According to Saint Luke 3:28
Addi,Cosam,The Gospel According to Saint Luke 3:28
Cosam,Melchi,The Gospel According to Saint Luke 3:28
Cosam,Elmodam,The Gospel According to Saint Luke 3:28
Addi,Er,The Gospel According to Saint Luke 3:28
Addi,Melchi,The Gospel According to Saint Luke 3:28
Addi,Elmodam,The Gospel According to Saint Luke 3:28
Elmodam,Er,The Gospel According to Saint Luke 3:28
Eliezer,Jose,The Gospel According to Saint Luke 3:29
Eliezer,Levi,The Gospel According to Saint Luke 3:29
Jose,Levi,The Gospel According to Saint Luke 3:29
